store_name,order_date,order_total,delivery_platform,status
Jacksons Food Stores #166,2025-04-28 00:50:33.728000+00:00,24.98,DoorDash,completed
Jacksons Food Stores #64,2025-04-28 00:50:29.010000+00:00,23.94,DoorDash,completed
Clipper Petroleum #39,2025-04-28 00:50:00.229000+00:00,17.49,DoorDash,denied
Chevron Food Mart - Buford,2025-04-28 00:49:10.822000+00:00,19.97,DoorDash,completed
Jacksons Food Stores #119,2025-04-28 00:48:37.530000+00:00,25.43,DoorDash,completed
Rocket #4265,2025-04-28 00:45:57.407000+00:00,15.63,DoorDash,cancelled
Jacksons Food Stores #26,2025-04-28 00:44:19.291000+00:00,11.96,DoorDash,completed
Jacksons Food Stores #240,2025-04-28 00:44:13.181000+00:00,8.07,DoorDash,completed
Rocket #6655,2025-04-28 00:43:31.054000+00:00,14.06,DoorDash,completed
Rocket #6503,2025-04-28 00:42:59.838000+00:00,9.49,DoorDash,completed
Clipper Petroleum #40,2025-04-28 00:42:57.265000+00:00,31.98,UberEats,completed
Rocket #1971,2025-04-28 00:42:28.533000+00:00,4.88,DoorDash,completed
Clipper Petroleum #57,2025-04-28 00:41:17.357000+00:00,3.49,DoorDash,completed
Jacksons Food Stores #60,2025-04-28 00:41:01.595000+00:00,7.99,UberEats,completed
Fast Break Corner Store,2025-04-28 00:40:47.500000+00:00,9.65,UberEats,completed
Jacksons Food Stores (#525),2025-04-28 00:40:44.756000+00:00,6.38,DoorDash,completed
Jacksons Food Stores #10,2025-04-28 00:40:38.295000+00:00,8.68,DoorDash,completed
Little Buck Food Mart #4,2025-04-28 00:40:25.970000+00:00,14.59,DoorDash,completed
Jacksons Food Stores #73,2025-04-28 00:40:09.823000+00:00,23.44,DoorDash,completed
Sandri - Lee Sunoco,2025-04-28 00:39:50.796000+00:00,26.43,DoorDash,completed
Danish Gourmet Grill ,2025-04-28 00:39:49.359000+00:00,16.72,UberEats,completed
Tiger Mart #11,2025-04-28 00:39:48.782000+00:00,5.38,UberEats,completed
Jacksons Food Stores #2,2025-04-28 00:39:30.946000+00:00,3.99,UberEats,completed
Jacksons Food Stores #18,2025-04-28 00:38:28.349000+00:00,20.13,GrubHub,completed
164 Quick Stop,2025-04-28 00:38:21.915000+00:00,11.37,UberEats,completed
Jacksons Food Stores #166,2025-04-28 00:38:19.070000+00:00,6.98,UberEats,completed
Jacksons Food Stores #166,2025-04-28 00:37:53.599000+00:00,18.83,UberEats,completed
Rocket #4202,2025-04-28 00:35:35.821000+00:00,15.63,DoorDash,cancelled
Rocket #212,2025-04-28 00:35:12.680000+00:00,13.67,DoorDash,completed
Circle K (4507 Troy Hwy),2025-04-28 00:34:19.427000+00:00,14.56,UberEats,completed
Covington Food Mart,2025-04-28 00:33:50.076000+00:00,3.99,UberEats,completed
Clipper Petroleum #57,2025-04-28 00:31:19.582000+00:00,2.59,DoorDash,completed
Jacksons Food Stores #35,2025-04-28 00:31:04.365000+00:00,23.63,UberEats,completed
Jacksons Food Stores (#545),2025-04-28 00:31:01.012000+00:00,8.97,DoorDash,completed
Jacksons Food Stores #166,2025-04-28 00:29:43.055000+00:00,3.99,DoorDash,completed
Clipper Petroleum #30,2025-04-28 00:29:31.426000+00:00,40.5,DoorDash,completed
Jacksons Food Stores #607,2025-04-28 00:29:15.487000+00:00,3.99,DoorDash,completed
Jacksons Food Stores #812,2025-04-28 00:29:14.024000+00:00,9.97,DoorDash,completed
Jacksons Food Stores (#535),2025-04-28 00:28:32.986000+00:00,7.38,UberEats,completed
Jacksons Food Stores #809,2025-04-28 00:28:29.381000+00:00,4.78,DoorDash,completed
Jacksons Food Stores #65,2025-04-28 00:28:07.607000+00:00,8.47,DoorDash,completed
Jacksons Food Stores #67,2025-04-28 00:25:34.540000+00:00,15.49,DoorDash,completed
Oasis #1,2025-04-28 00:25:05.234000+00:00,11.15,DoorDash,completed
Clipper Petroleum #64,2025-04-28 00:24:50.919000+00:00,14.14,UberEats,completed
Jacksons Food Stores #61,2025-04-28 00:24:42.659000+00:00,9.99,UberEats,completed
Sandri - Keene Sunoco,2025-04-28 00:23:19.663000+00:00,19.25,DoorDash,completed
Rocket #5574,2025-04-28 00:22:54.319000+00:00,11.98,DoorDash,completed
Jacksons Food Stores #240,2025-04-28 00:21:26.489000+00:00,15.96,DoorDash,completed
Atlantis Fresh Market #187,2025-04-28 00:21:10.201000+00:00,18.59,UberEats,completed
Broadway Liquors,2025-04-28 00:20:22.753000+00:00,23.09,UberEats,completed
Sandri - Keene Sunoco,2025-04-28 00:20:04.344000+00:00,6.98,DoorDash,completed
Jacksons Food Stores #85,2025-04-28 00:19:31.390000+00:00,10.57,DoorDash,completed
Par Mar Stores - 9 (Washington St),2025-04-28 00:17:30.956000+00:00,1.99,DoorDash,completed
Discount Convenience #5,2025-04-28 00:17:20.554000+00:00,17.99,UberEats,completed
Par Mar Stores - 166,2025-04-28 00:17:20.034000+00:00,2.99,UberEats,completed
Jacksons Food Stores #34,2025-04-28 00:16:56.112000+00:00,20.48,UberEats,completed
Rocket #5710,2025-04-28 00:14:27.282000+00:00,8.77,DoorDash,completed
Jacksons Food Stores (#530),2025-04-28 00:14:24.116000+00:00,11.86,GrubHub,completed
Quick Stop (Frankford Ave),2025-04-28 00:12:52.288000+00:00,9.51,GrubHub,completed
Circle K (1060 Plantation Blvd),2025-04-28 00:12:45.531000+00:00,9.28,UberEats,completed
Circle K (3299 Sixes Rd),2025-04-28 00:11:49.569000+00:00,7.78,UberEats,completed
Chisholm Corner 19,2025-04-28 00:10:39.633000+00:00,18.58,UberEats,completed
Sweet Peas #05,2025-04-28 00:10:35.645000+00:00,13.77,UberEats,completed
Jacksons Food Stores #805,2025-04-28 00:09:27.470000+00:00,12.46,DoorDash,completed
Clipper Petroleum #57,2025-04-28 00:09:10.298000+00:00,4.58,GrubHub,completed
Kangaroo Express (1684 S College St),2025-04-28 00:08:58.399000+00:00,18.64,UberEats,completed
Top Shelf,2025-04-28 00:07:32.842000+00:00,5.99,UberEats,completed
Jacksons Food Stores #648,2025-04-28 00:07:03.588000+00:00,13.66,DoorDash,completed
Big Bad BBQ (Washburn Chevron),2025-04-28 00:06:04.393000+00:00,15.88,DoorDash,completed
Circle K Blanding,2025-04-28 00:05:10.896000+00:00,20.54,UberEats,completed
Jacksons Food Stores #166,2025-04-28 00:04:55.285000+00:00,22.14,DoorDash,completed
Jacksons Food Stores #654,2025-04-28 00:04:49.597000+00:00,13.27,DoorDash,completed
Jacksons Food Stores #73,2025-04-28 00:04:41.127000+00:00,21.28,DoorDash,completed
Don's Xpress Center Central,2025-04-28 00:04:15.519000+00:00,2.29,DoorDash,completed
Jacksons Food Stores #105,2025-04-28 00:02:47.476000+00:00,26.98,GrubHub,completed
Jr. Markets #5,2025-04-28 00:02:04.720000+00:00,3.78,DoorDash,completed
Circle K (6420 S University Ave),2025-04-28 00:01:03.265000+00:00,5.29,UberEats,completed
Double Kwik - 2050,2025-04-28 00:00:12.725000+00:00,11.17,UberEats,completed
Chisholm Corner 2,2025-04-28 00:00:09.602000+00:00,9.89,DoorDash,completed
Jacksons Food Stores #28,2025-04-27 23:57:22.476000+00:00,12.57,UberEats,completed
Jacksons Food Stores #65,2025-04-27 23:56:27.541000+00:00,20.99,DoorDash,completed
Jacksons Food Stores (#111),2025-04-27 23:56:18.996000+00:00,14.28,DoorDash,completed
Dairy Queen (909 Kings Hwy),2025-04-27 23:55:59.392000+00:00,6.39,DoorDash,completed
Jacksons Food Stores (#563),2025-04-27 23:55:17.981000+00:00,23.42,DoorDash,completed
Jacksons Food Stores #77,2025-04-27 23:53:55.247000+00:00,19.67,DoorDash,completed
Circle K (3601 Flat Shoals Rd),2025-04-27 23:51:58.621000+00:00,17.15,DoorDash,completed
Par Mar Stores - 115 (Washington St West),2025-04-27 23:51:20.625000+00:00,9.49,GrubHub,completed
3N Convenience Inc - Shell,2025-04-27 23:49:05.249000+00:00,7.19,UberEats,completed
Chevron Food Mart - Buford,2025-04-27 23:48:37.715000+00:00,20.78,UberEats,completed
Jacksons Food Stores #183,2025-04-27 23:48:29.476000+00:00,4.49,UberEats,completed
Double Kwik - 2050,2025-04-27 23:48:19.304000+00:00,4.98,DoorDash,completed
Jacksons Food Stores #607,2025-04-27 23:47:55.571000+00:00,8.16,GrubHub,completed
Jacksons Food Stores #61,2025-04-27 23:47:04.097000+00:00,14.99,DoorDash,completed
Rocket #1525,2025-04-27 23:46:24.342000+00:00,12.76,DoorDash,completed
Riverside Sunoco,2025-04-27 23:46:17.173000+00:00,7.56,UberEats,completed
Energy Mart 10 - Long Shoals Rd,2025-04-27 23:45:13.087000+00:00,1.89,UberEats,completed
Jacksons Food Stores #61,2025-04-27 23:45:09.882000+00:00,24.35,DoorDash,completed
Dairy Queen (909 Kings Hwy),2025-04-27 23:43:19.601000+00:00,6.39,DoorDash,completed
Rotten Robbie #66,2025-04-27 23:42:53.610000+00:00,4.18,DoorDash,completed
Jacksons Food Stores #167,2025-04-27 23:40:50.726000+00:00,23.93,UberEats,completed
Rocket #694,2025-04-27 23:40:41.042000+00:00,21.15,UberEats,completed
Rocket #4249,2025-04-27 23:40:34.439000+00:00,5.28,DoorDash,completed
Quick Stop (Frankford Ave),2025-04-27 23:40:18.176000+00:00,18.0,DoorDash,completed
Jacksons Food Stores #95,2025-04-27 23:39:53.834000+00:00,5.98,DoorDash,completed
Jacksons Food Stores #118,2025-04-27 23:39:49.751000+00:00,23.92,DoorDash,completed
Jacksons Food Stores #28,2025-04-27 23:37:40.540000+00:00,15.98,DoorDash,completed
Quick Track 66,2025-04-27 23:37:11.298000+00:00,17.27,DoorDash,completed
Rocket #743,2025-04-27 23:37:05.038000+00:00,14.26,DoorDash,completed
Jacksons Food Stores #26,2025-04-27 23:35:56.395000+00:00,11.56,DoorDash,completed
Jacksons Food Stores #18,2025-04-27 23:35:32.629000+00:00,5.88,GrubHub,completed
Clipper Petroleum #30,2025-04-27 23:35:30.787000+00:00,20.48,UberEats,completed
Jacksons Food Stores #125,2025-04-27 23:35:09.957000+00:00,8.97,DoorDash,completed
Jacksons Food Stores #49,2025-04-27 23:34:56.424000+00:00,22.24,DoorDash,completed
Double Kwik - 2014,2025-04-27 23:34:10.999000+00:00,10.56,DoorDash,completed
Jacksons Food Stores #810,2025-04-27 23:33:41.583000+00:00,18.67,GrubHub,completed
Jacksons Food Stores #87,2025-04-27 23:33:39.425000+00:00,15.96,UberEats,completed
Clipper Petroleum #1,2025-04-27 23:33:32.372000+00:00,3.49,UberEats,completed
Jacksons Food Stores #245,2025-04-27 23:32:18.704000+00:00,15.46,UberEats,completed
Jacksons Food Stores #168,2025-04-27 23:32:01.291000+00:00,12.46,DoorDash,completed
Jacksons Food Stores #166,2025-04-27 23:31:54.132000+00:00,3.99,DoorDash,completed
Coopers Chicken (Lakeview Sinclair),2025-04-27 23:30:55.274000+00:00,20.86,DoorDash,cancelled
Quick Track - LaMa #70,2025-04-27 23:29:20.096000+00:00,17.49,UberEats,completed
Par Mar Stores - 6,2025-04-27 23:29:13.181000+00:00,8.73,DoorDash,completed
Tiger Mart #16,2025-04-27 23:29:01.279000+00:00,1.69,UberEats,completed
Rocket #689,2025-04-27 23:28:35.016000+00:00,11.35,DoorDash,completed
Chop Chop Convenience Stores - Southbridge,2025-04-27 23:28:18.138000+00:00,20.26,DoorDash,completed
Rocket #254,2025-04-27 23:26:49.468000+00:00,15.24,UberEats,completed
Rocket #4269,2025-04-27 23:26:40.585000+00:00,9.37,UberEats,denied
Circle K (Westinghouse),2025-04-27 23:26:31.012000+00:00,3.29,UberEats,completed
Jacksons Food Stores #7,2025-04-27 23:25:21.140000+00:00,11.99,UberEats,completed
Circle K (1220 AR-35),2025-04-27 23:23:55.053000+00:00,2.99,UberEats,cancelled
Jacksons Food Stores (#518),2025-04-27 23:22:40.136000+00:00,4.68,DoorDash,completed
Jacksons Food Stores #73,2025-04-27 23:22:37.816000+00:00,24.43,DoorDash,cancelled
Jacksons Food Stores #49,2025-04-27 23:22:33.257000+00:00,10.47,DoorDash,completed
Rotten Robbie #46,2025-04-27 23:21:59.995000+00:00,29.23,UberEats,completed
Greenwich Petroleum Inc,2025-04-27 23:21:22.392000+00:00,1.75,UberEats,completed
Fastbreak Convenience Store - Stewart Ave Market,2025-04-27 23:21:11.472000+00:00,15.06,DoorDash,completed
Fast Break Corner Store,2025-04-27 23:20:19.240000+00:00,7.99,DoorDash,completed
Anderson Convenience Market #140,2025-04-27 23:20:19.071000+00:00,4.48,UberEats,completed
Jacksons Food Stores #607,2025-04-27 23:20:14.999000+00:00,7.37,DoorDash,completed
Jacksons Food Stores #166,2025-04-27 23:19:42.853000+00:00,29.99,DoorDash,completed
Jacksons Food Stores #117,2025-04-27 23:19:03.626000+00:00,11.98,DoorDash,completed
Jacksons Food Stores #196,2025-04-27 23:18:50.223000+00:00,14.99,UberEats,completed
Jacksons Food Stores #625,2025-04-27 23:18:38.633000+00:00,13.45,UberEats,completed
Jacksons Food Stores #105,2025-04-27 23:18:22.915000+00:00,11.96,UberEats,completed
Jacksons Food Stores #139,2025-04-27 23:18:16.632000+00:00,11.37,DoorDash,completed
Jacksons Food Stores #805,2025-04-27 23:18:14.639000+00:00,2.69,DoorDash,completed
Quick Track 82,2025-04-27 23:17:57.496000+00:00,18.14,DoorDash,completed
Kangaroo Express (1684 S College St),2025-04-27 23:17:17.603000+00:00,8.57,DoorDash,completed
Rocket #5456,2025-04-27 23:16:40.071000+00:00,24.42,DoorDash,completed
Jacksons Food Stores #31,2025-04-27 23:15:55.166000+00:00,12.47,DoorDash,completed
Circle K - Main St,2025-04-27 23:15:09.927000+00:00,11.86,DoorDash,completed
Fast Break Corner Store,2025-04-27 23:15:08.602000+00:00,7.99,DoorDash,denied
Jacksons Food Stores #801,2025-04-27 23:14:51.022000+00:00,6.58,UberEats,completed
Jacksons Food Stores #119,2025-04-27 23:14:23.191000+00:00,23.07,DoorDash,completed
Speedy Mart,2025-04-27 23:13:42.280000+00:00,42.16,UberEats,completed
Atlantis Fresh Market #23,2025-04-27 23:12:53.486000+00:00,17.05,UberEats,completed
Jacksons Food Stores #166,2025-04-27 23:12:26.271000+00:00,4.49,DoorDash,cancelled
Jacksons Food Stores #166,2025-04-27 23:12:18.914000+00:00,14.99,DoorDash,completed
Circle K Beach,2025-04-27 23:11:35.682000+00:00,3.69,UberEats,completed
Jacksons Food Stores #73,2025-04-27 23:10:03.370000+00:00,26.72,DoorDash,completed
Energy Mart 8 - Upward Rd,2025-04-27 23:09:03.049000+00:00,5.58,DoorDash,completed
Rocket #5446,2025-04-27 23:08:53.344000+00:00,2.99,DoorDash,completed
Quickmart #4,2025-04-27 23:07:44.169000+00:00,8.76,UberEats,completed
Circle K (3285 McGinnis Ferry Rd),2025-04-27 23:07:27.379000+00:00,26.99,UberEats,completed
Rocket #4262,2025-04-27 23:07:21.916000+00:00,43.98,GrubHub,cancelled
Jacksons Food Stores #625,2025-04-27 23:07:18.471000+00:00,8.28,DoorDash,ready_for_pickup
U-Stop Convenience Shop Highlands,2025-04-27 23:06:53.528000+00:00,52.76,DoorDash,completed
Princess Anne Goose Creek & Subway,2025-04-27 23:06:26.419000+00:00,2.99,DoorDash,completed
Ledgewood BP,2025-04-27 23:05:58.034000+00:00,10.35,DoorDash,completed
Circle K Beach,2025-04-27 23:05:33.960000+00:00,5.98,UberEats,completed
Sandri - South Main Sunoco,2025-04-27 23:05:19.149000+00:00,5.18,UberEats,completed
Rocket #1297,2025-04-27 23:05:06.132000+00:00,17.16,DoorDash,completed
Jr. Markets #5,2025-04-27 23:04:30.391000+00:00,11.59,UberEats,completed
Jacksons Food Stores (#542),2025-04-27 23:04:09.042000+00:00,11.23,DoorDash,completed
Eagle Stores (Fairborn),2025-04-27 23:03:03.436000+00:00,33.96,UberEats,completed
Jacksons Food Stores #77,2025-04-27 23:03:01.697000+00:00,24.22,UberEats,completed
Jacksons Food Stores #26,2025-04-27 23:02:05.864000+00:00,11.49,DoorDash,completed
Rotten Robbie #64,2025-04-27 23:02:05.460000+00:00,16.74,DoorDash,completed
Rocket #4223,2025-04-27 23:02:00.490000+00:00,10.07,DoorDash,completed
Jacksons Food Stores #73,2025-04-27 22:58:53.643000+00:00,10.47,DoorDash,completed
Atlantis Fresh Market #513,2025-04-27 22:58:08.476000+00:00,25.47,UberEats,completed
Jacksons Food Stores (#505),2025-04-27 22:56:53.295000+00:00,10.86,DoorDash,completed
Circle K (1896 Piedmont Rd NE),2025-04-27 22:56:52.690000+00:00,5.58,UberEats,completed
Jacksons Food Stores (#513),2025-04-27 22:55:47.402000+00:00,13.66,DoorDash,completed
Rocket #4222,2025-04-27 22:55:28.581000+00:00,11.9,DoorDash,completed
Jacksons Food Stores #22,2025-04-27 22:54:18.071000+00:00,7.98,UberEats,completed
Jacksons Food Stores #51,2025-04-27 22:53:32.702000+00:00,5.88,UberEats,completed
Kangaroo Express (2906 Atlanta Hwy),2025-04-27 22:52:50.280000+00:00,12.99,UberEats,completed
Rotten Robbie #66,2025-04-27 22:52:49.005000+00:00,7.76,DoorDash,completed
Rocket #7965,2025-04-27 22:52:24.296000+00:00,19.99,UberEats,completed
Kangaroo Express (1684 S College St),2025-04-27 22:51:09.282000+00:00,12.86,DoorDash,completed
Jacksons Food Stores #49,2025-04-27 22:50:00.806000+00:00,10.27,DoorDash,completed
Flatshoals Food Store,2025-04-27 22:49:59.105000+00:00,8.38,UberEats,completed
Jacksons Food Stores #2,2025-04-27 22:48:05.893000+00:00,8.87,UberEats,completed
Jacksons Food Stores #73,2025-04-27 22:46:58.205000+00:00,3.49,DoorDash,completed
Kangaroo Express (642 Belle Terre Blvd),2025-04-27 22:46:29.986000+00:00,16.56,DoorDash,cancelled
Jacksons Food Stores #625,2025-04-27 22:46:01.514000+00:00,14.99,DoorDash,ready_for_pickup
Circle K (3285 McGinnis Ferry Rd),2025-04-27 22:45:56.065000+00:00,5.77,DoorDash,completed
S&S Chevron,2025-04-27 22:45:14.891000+00:00,18.91,UberEats,completed
Jacksons Food Stores #73,2025-04-27 22:45:10.060000+00:00,4.98,DoorDash,cancelled
Jacksons Food Stores #7,2025-04-27 22:42:14.420000+00:00,10.46,DoorDash,completed
Rocket #4274,2025-04-27 22:40:18.443000+00:00,11.98,GrubHub,completed
Atlantis Fresh Market #524,2025-04-27 22:40:01.555000+00:00,3.76,UberEats,completed
Jacksons Food Stores #35,2025-04-27 22:38:09.304000+00:00,11.49,DoorDash,completed
Jacksons Food Stores #117,2025-04-27 22:37:34.982000+00:00,18.99,DoorDash,completed
Jacksons Food Stores #804,2025-04-27 22:37:09.271000+00:00,48.87,DoorDash,completed
Jacksons Food Stores #144,2025-04-27 22:35:18.314000+00:00,7.18,UberEats,completed
Fairlakes Convenience,2025-04-27 22:34:03.028000+00:00,8.43,DoorDash,completed
Top Shelf,2025-04-27 22:33:48.731000+00:00,17.99,UberEats,completed
Rocket #5432,2025-04-27 22:33:26.830000+00:00,9.99,DoorDash,completed
Circle K (6357 Eastern Ave),2025-04-27 22:30:29.360000+00:00,10.47,DoorDash,completed
Circle K - Main St,2025-04-27 22:29:38.059000+00:00,0.99,DoorDash,completed
Jacksons Food Stores #34,2025-04-27 22:27:40.571000+00:00,18.94,DoorDash,completed
Jacksons Food Stores #60,2025-04-27 22:26:54.370000+00:00,23.05,DoorDash,completed
Quick Track - LaMa #76,2025-04-27 22:26:49.823000+00:00,4.89,UberEats,completed
Jacksons Food Stores #69,2025-04-27 22:26:07.810000+00:00,11.96,DoorDash,completed
Jacksons Food Stores #802,2025-04-27 22:25:33.918000+00:00,25.95,UberEats,completed
Jacksons Food Stores (#511),2025-04-27 22:25:29.536000+00:00,12.18,DoorDash,completed
Jacksons Food Stores #164,2025-04-27 22:23:39.842000+00:00,25.61,DoorDash,completed
Jacksons Food Stores (#526),2025-04-27 22:23:16.159000+00:00,19.45,DoorDash,completed
Rocket #5622,2025-04-27 22:19:48.863000+00:00,9.27,DoorDash,ready_for_pickup
Jacksons Food Stores #166,2025-04-27 22:18:57.401000+00:00,11.97,DoorDash,completed
Rocket #5622,2025-04-27 22:18:20.276000+00:00,9.27,DoorDash,waiting
Circle K (Westinghouse),2025-04-27 22:15:09.041000+00:00,6.08,UberEats,completed
Jacksons Food Stores #51,2025-04-27 22:15:00.607000+00:00,11.97,DoorDash,denied
Jacksons Food Stores #10,2025-04-27 22:14:00.191000+00:00,22.82,DoorDash,completed
Jacksons Food Stores #77,2025-04-27 22:11:01.750000+00:00,11.97,UberEats,completed
Circle K (Airport Road),2025-04-27 22:08:49.291000+00:00,19.75,UberEats,completed
Jacksons Food Stores #30,2025-04-27 22:08:05.031000+00:00,11.96,DoorDash,completed
Jacksons Food Stores #59,2025-04-27 22:08:01.201000+00:00,7.98,DoorDash,completed
Atlantis Fresh Market #513,2025-04-27 22:05:32.116000+00:00,3.76,UberEats,completed
Rocket #4216,2025-04-27 22:04:54.812000+00:00,16.35,DoorDash,completed
Clipper Petroleum #1,2025-04-27 22:04:22.775000+00:00,3.49,UberEats,completed
Jacksons Food Stores #125,2025-04-27 22:02:36.854000+00:00,5.98,DoorDash,completed
Clipper Petroleum #47,2025-04-27 22:02:27.123000+00:00,17.65,DoorDash,completed
Cheers!,2025-04-27 22:01:48.874000+00:00,8.68,DoorDash,completed
Jacksons Food Stores #105,2025-04-27 22:01:11.461000+00:00,24.98,DoorDash,completed
Rocket #672,2025-04-27 22:00:19.221000+00:00,4.78,DoorDash,completed
Jacksons Food Stores #166,2025-04-27 21:59:16.552000+00:00,57.01,DoorDash,completed
Par Mar Stores - 166,2025-04-27 21:58:36.407000+00:00,19.77,UberEats,completed
Par Mar Stores - 69 (Athens Rd),2025-04-27 21:57:05.522000+00:00,6.98,DoorDash,completed
Jacksons Food Stores #118,2025-04-27 21:56:13.335000+00:00,24.18,DoorDash,completed
Par Mar Stores - 47 (East Pike),2025-04-27 21:54:34.776000+00:00,11.45,DoorDash,completed
Jacksons Food Stores #7,2025-04-27 21:54:02.505000+00:00,23.28,UberEats,completed
Cambridge Goose Creek & Subway,2025-04-27 21:54:01.180000+00:00,9.58,DoorDash,completed
Rocket #4243,2025-04-27 21:52:51.172000+00:00,16.16,DoorDash,completed
Circle K (118 Country Club Rd),2025-04-27 21:51:03.548000+00:00,3.5,UberEats,completed
Quick Track 66,2025-04-27 21:49:49.103000+00:00,7.28,DoorDash,completed
Par Mar Stores - 169,2025-04-27 21:49:43.088000+00:00,16.99,GrubHub,completed
Circle K (3601 Flat Shoals Rd),2025-04-27 21:49:31.712000+00:00,12.27,DoorDash,completed
Jacksons Food Stores #77,2025-04-27 21:49:24.536000+00:00,23.84,DoorDash,completed
Atlantis Fresh Market #30,2025-04-27 21:48:40.966000+00:00,6.52,UberEats,completed
Jacksons Food Stores #59,2025-04-27 21:46:38.019000+00:00,20.99,DoorDash,completed
Jacksons Food Stores #625,2025-04-27 21:45:19.940000+00:00,15.37,DoorDash,completed
Jacksons Food Stores #810,2025-04-27 21:45:11.759000+00:00,17.44,DoorDash,completed
Quick Track 66,2025-04-27 21:43:41.034000+00:00,6.57,UberEats,completed
Krispy Krunchy Chicken (909 Kings Hwy),2025-04-27 21:43:12.448000+00:00,9.48,DoorDash,completed
Quick Track 75,2025-04-27 21:43:05.932000+00:00,15.65,DoorDash,completed
Jacksons Food Stores #607,2025-04-27 21:40:28.870000+00:00,17.04,DoorDash,completed
Jacksons Food Stores (#516),2025-04-27 21:40:10.178000+00:00,8.76,DoorDash,completed
Energy Mart 1 - Four Seasons,2025-04-27 21:39:24.053000+00:00,4.48,DoorDash,completed
U-Stop Convenience Shop 21st & K,2025-04-27 21:38:35.138000+00:00,8.76,DoorDash,completed
Circle K (6357 Eastern Ave),2025-04-27 21:36:37.880000+00:00,2.18,UberEats,completed
Jacksons Food Stores #162,2025-04-27 21:35:57.609000+00:00,12.49,UberEats,completed
Circle K (2200 W Point Pkwy),2025-04-27 21:35:35.658000+00:00,17.53,GrubHub,cancelled
Rocket #5457,2025-04-27 21:35:27.384000+00:00,10.27,DoorDash,completed
Mak Convenience Marathon,2025-04-27 21:31:01.142000+00:00,1.79,DoorDash,cancelled
Rocket #514,2025-04-27 21:30:34.090000+00:00,15.98,DoorDash,completed
Jacksons Food Stores #51,2025-04-27 21:29:38.547000+00:00,12.95,UberEats,completed
Rocket #206,2025-04-27 21:28:41.874000+00:00,12.96,DoorDash,completed
Par Mar Stores - 6,2025-04-27 21:28:22.173000+00:00,26.0,GrubHub,completed
Clipper Petroleum #32,2025-04-27 21:26:18.705000+00:00,15.68,UberEats,completed
Chisholm Corner 19,2025-04-27 21:25:38.652000+00:00,9.18,DoorDash,completed
Clipper Petroleum #7,2025-04-27 21:25:27.673000+00:00,23.96,DoorDash,completed
Jacksons Food Stores #95,2025-04-27 21:24:57.412000+00:00,20.99,DoorDash,completed
Rocket #5686,2025-04-27 21:24:16.026000+00:00,2.69,DoorDash,completed
Circle K (909 Kings Hwy),2025-04-27 21:21:23.089000+00:00,13.99,UberEats,completed
Krispy Krunchy Chicken (2144 Corporate Center Dr),2025-04-27 21:20:39.001000+00:00,11.48,DoorDash,completed
Smoker's Express,2025-04-27 21:20:22.355000+00:00,7.77,DoorDash,cancelled
Jacksons Food Stores #61,2025-04-27 21:19:38.485000+00:00,23.83,DoorDash,completed
U-Stop Convenience Shop 17th & Q,2025-04-27 21:19:29.015000+00:00,31.43,DoorDash,completed
Circle K (6629 Jonesboro Rd),2025-04-27 21:19:17.785000+00:00,8.47,UberEats,completed
Jacksons Food Stores #166,2025-04-27 21:18:42.495000+00:00,11.97,DoorDash,completed
Jacksons Food Stores #198,2025-04-27 21:18:28.126000+00:00,10.95,DoorDash,completed
Jacksons Food Stores #144,2025-04-27 21:17:46.265000+00:00,5.29,DoorDash,completed
Rocket #6534,2025-04-27 21:17:12.919000+00:00,28.63,DoorDash,completed
Jacksons Food Stores (#537),2025-04-27 21:16:09.076000+00:00,14.67,DoorDash,completed
Jacksons Food Stores #198,2025-04-27 21:14:30.216000+00:00,11.97,DoorDash,completed
Circle K (Westinghouse),2025-04-27 21:12:58.972000+00:00,21.98,UberEats,completed
Burnham Grocers and Liquors,2025-04-27 21:11:58.289000+00:00,19.36,UberEats,completed
Circle K Carlsbad,2025-04-27 21:11:53.639000+00:00,15.05,DoorDash,completed
Sweet Peas #21,2025-04-27 21:11:25.031000+00:00,17.25,GrubHub,completed
Jacksons Food Stores #49,2025-04-27 21:11:17.106000+00:00,58.92,DoorDash,completed
Circle K (3565 Lower Wetumpka Rd),2025-04-27 21:10:06.128000+00:00,18.95,DoorDash,completed
Exxon Old Bridge,2025-04-27 21:09:53.456000+00:00,9.16,DoorDash,completed
Rocket #5500,2025-04-27 21:07:59.897000+00:00,8.77,DoorDash,completed
Coopers Chicken (Homedale),2025-04-27 21:07:48.118000+00:00,11.48,DoorDash,completed
Clipper Petroleum #47,2025-04-27 21:07:40.641000+00:00,9.57,DoorDash,completed
Sweet Peas #13,2025-04-27 21:07:32.153000+00:00,12.36,UberEats,completed
Atlantis Fresh Market #36,2025-04-27 21:07:26.854000+00:00,2.21,UberEats,completed
Kangaroo Express (1684 S College St),2025-04-27 21:06:27.442000+00:00,11.87,DoorDash,completed
Circle K - Main St,2025-04-27 21:03:37.684000+00:00,32.63,DoorDash,completed
Jacksons Food Stores #120,2025-04-27 21:03:14.384000+00:00,2.89,UberEats,completed
Covington Food Mart,2025-04-27 21:02:20.389000+00:00,17.55,UberEats,completed
Jacksons Food Stores #240,2025-04-27 21:02:01.621000+00:00,7.98,DoorDash,completed
Circle K (983 GA-124),2025-04-27 21:01:12.586000+00:00,8.48,UberEats,cancelled
